UNITID,INSTNM,INST_DISPLAYNM,CIPCODE,CIPDESC,CREDDESC,IPEDSCOUNT1,IPEDSCOUNT2,AWARDSTOTAL
217873,Claflin University,,502,"Ethnic, Cultural Minority, Gender, and Group Studies.",Bachelor's Degree,2,4,6
217873,Claflin University,,4005,Chemistry.,Bachelor's Degree,1,5,6
217873,Claflin University,,2612,Biotechnology.,Bachelor's Degree,2,2,4
217873,Claflin University,,301,Natural Resources Conservation and Research.,Bachelor's Degree,1,2,3
217873,Claflin University,,5212,Management Information Systems and Services.,Bachelor's Degree,2,1,3
217873,Claflin University,,3899,"Philosophy and Religious Studies, Other.",Bachelor's Degree,2,0,2
217873,Claflin University,,5203,Accounting and Related Services.,Bachelor's Degree,0,2,2
217873,Claflin University,,1609,"Romance Languages, Literatures, and Linguistics.",Bachelor's Degree,1,0,1
217873,Claflin University,,4506,Economics.,Bachelor's Degree,129,124,253
138947,Clark Atlanta University,,5202,"Business Administration, Management and Operations.",Bachelor's Degree,99,81,180
138947,Clark Atlanta University,,4201,"Psychology, General.",Bachelor's Degree,72,57,129
138947,Clark Atlanta University,,4301,Criminal Justice and Corrections.,Bachelor's Degree,55,39,94
138947,Clark Atlanta University,,2601,"Biology, General.",Bachelor's Degree,52,23,75
138947,Clark Atlanta University,,5004,Design and Applied Arts.,Bachelor's Degree,29,33,62
138947,Clark Atlanta University,,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",Bachelor's Degree,17,13,30
138947,Clark Atlanta University,,4510,Political Science and Government.,Bachelor's Degree,14,16,30
138947,Clark Atlanta University,,5005,Drama/Theatre Arts and Stagecraft.,Bachelor's Degree,15,8,23
138947,Clark Atlanta University,,4407,Social Work.,Bachelor's Degree,14,8,22
138947,Clark Atlanta University,,1107,Computer Science.,Bachelor's Degree,11,9,20
138947,Clark Atlanta University,,5203,Accounting and Related Services.,Bachelor's Degree,14,6,20
138947,Clark Atlanta University,,4511,Sociology.,Bachelor's Degree,12,7,19
138947,Clark Atlanta University,,1101,"Computer and Information Sciences, General.",Bachelor's Degree,6,9,15
138947,Clark Atlanta University,,1301,"Education, General.",Bachelor's Degree,8,6,14
138947,Clark Atlanta University,,5401,History.,Bachelor's Degree,6,7,13
138947,Clark Atlanta University,,2301,"English Language and Literature, General.",Bachelor's Degree,8,4,12
138947,Clark Atlanta University,,5009,Music.,Bachelor's Degree,8,3,11
138947,Clark Atlanta University,,2313,Rhetoric and Composition/Writing Studies.,Bachelor's Degree,6,4,10
138947,Clark Atlanta University,,4008,Physics.,Bachelor's Degree,6,4,10
138947,Clark Atlanta University,,4005,Chemistry.,Bachelor's Degree,5,3,8
138947,Clark Atlanta University,,2701,Mathematics.,Bachelor's Degree,3,4,7
138947,Clark Atlanta University,,5007,Fine and Studio Arts.,Bachelor's Degree,1,3,4
138947,Clark Atlanta University,,5206,Business/Managerial Economics.,Bachelor's Degree,2,2,4
138947,Clark Atlanta University,,3801,Philosophy.,Bachelor's Degree,1,2,3
138947,Clark Atlanta University,,1609,"Romance Languages, Literatures, and Linguistics.",Bachelor's Degree,1,1,2
138947,Clark Atlanta University,,3802,Religion/Religious Studies.,Bachelor's Degree,2,0,2
138947,Clark Atlanta University,,5106,Dental Support Services and Allied Professions.,Bachelor's Degree,22,22,44
217891,Clinton College,,3802,Religion/Religious Studies.,Bachelor's Degree,3,3,6
217891,Clinton College,,5202,"Business Administration, Management and Operations.",Bachelor's Degree,5,7,12
130934,Delaware State University,,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",Bachelor's Degree,65,66,131
130934,Delaware State University,,901,Communication and Media Studies.,Bachelor's Degree,51,55,106
130934,Delaware State University,,4201,"Psychology, General.",Bachelor's Degree,59,45,104
130934,Delaware State University,,5202,"Business Administration, Management and Operations.",Bachelor's Degree,48,45,93
130934,Delaware State University,,2401,"Liberal Arts and Sciences, General Studies and Humanities.",Bachelor's Degree,36,50,86
130934,Delaware State University,,4504,Criminology.,Bachelor's Degree,43,42,85
130934,Delaware State University,,4407,Social Work.,Bachelor's Degree,35,31,66
130934,Delaware State University,,2601,"Biology, General.",Bachelor's Degree,23,39,62
130934,Delaware State University,,5122,Public Health.,Bachelor's Degree,32,21,53
130934,Delaware State University,,100,"Agriculture, General.",Bachelor's Degree,23,25,48
130934,Delaware State University,,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",Bachelor's Degree,23,24,47
130934,Delaware State University,,1107,Computer Science.,Bachelor's Degree,23,15,38
130934,Delaware State University,,4510,Political Science and Government.,Bachelor's Degree,12,19,31
130934,Delaware State University,,5203,Accounting and Related Services.,Bachelor's Degree,19,11,30
130934,Delaware State University,,4901,Air Transportation.,Bachelor's Degree,13,15,28
130934,Delaware State University,,5208,Finance and Financial Management Services.,Bachelor's Degree,13,15,28
130934,Delaware State University,,2699,"Biological and Biomedical Sciences, Other.",Bachelor's Degree,10,15,25
130934,Delaware State University,,1412,Engineering Physics.,Bachelor's Degree,8,14,22
130934,Delaware State University,,1313,"Teacher Education and Professional Development, Specific Subject Areas.",Bachelor's Degree,10,7,17
130934,Delaware State University,,4005,Chemistry.,Bachelor's Degree,11,6,17
130934,Delaware State University,,2299,"Legal Professions and Studies, Other.",Bachelor's Degree,10,5,15
130934,Delaware State University,,5004,Design and Applied Arts.,Bachelor's Degree,7,3,10
130934,Delaware State University,,1909,Apparel and Textiles.,Bachelor's Degree,7,2,9
130934,Delaware State University,,4511,Sociology.,Bachelor's Degree,4,5,9
130934,Delaware State University,,5099,"Visual and Performing Arts, Other.",Bachelor's Degree,4,5,9
130934,Delaware State University,,302,Environmental/Natural Resources Management and Policy.,Bachelor's Degree,1,6,7
130934,Delaware State University,,1310,Special Education and Teaching.,Bachelor's Degree,0,7,7
130934,Delaware State University,,5007,Fine and Studio Arts.,Bachelor's Degree,3,4,7
130934,Delaware State University,,5009,Music.,Bachelor's Degree,4,3,7
130934,Delaware State University,,2301,"English Language and Literature, General.",Bachelor's Degree,3,3,6
130934,Delaware State University,,5209,Hospitality Administration/Management.,Bachelor's Degree,4,2,6
130934,Delaware State University,,1905,"Foods, Nutrition, and Related Services.",Bachelor's Degree,3,2,5
130934,Delaware State University,,5401,History.,Bachelor's Degree,2,3,5
130934,Delaware State University,,2701,Mathematics.,Bachelor's Degree,1,1,2
130934,Delaware State University,,4008,Physics.,Bachelor's Degree,2,0,2
130934,Delaware State University,,101,Agricultural Business and Management.,Bachelor's Degree,0,1,1
130934,Delaware State University,,301,Natural Resources Conservation and Research.,Bachelor's Degree,1,0,1
130934,Delaware State University,,501,Area Studies.,Bachelor's Degree,NA,1,1
130934,Delaware State University,,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",Bachelor's Degree,107,127,234
158802,Dillard University,,4301,Criminal Justice and Corrections.,Bachelor's Degree,29,26,55
158802,Dillard University,,5122,Public Health.,Bachelor's Degree,11,24,35
158802,Dillard University,,4201,"Psychology, General.",Bachelor's Degree,17,17,34
158802,Dillard University,,5202,"Business Administration, Management and Operations.",Bachelor's Degree,15,19,34
158802,Dillard University,,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",Bachelor's Degree,13,15,28
158802,Dillard University,,5006,Film/Video and Photographic Arts.,Bachelor's Degree,9,15,24
158802,Dillard University,,901,Communication and Media Studies.,Bachelor's Degree,8,15,23
158802,Dillard University,,5005,Drama/Theatre Arts and Stagecraft.,Bachelor's Degree,11,7,18
158802,Dillard University,,4510,Political Science and Government.,Bachelor's Degree,8,7,15
158802,Dillard University,,4512,Urban Studies/Affairs.,Bachelor's Degree,4,8,12
158802,Dillard University,,1101,"Computer and Information Sciences, General.",Bachelor's Degree,5,6,11
158802,Dillard University,,2301,"English Language and Literature, General.",Bachelor's Degree,5,6,11
158802,Dillard University,,4407,Social Work.,Bachelor's Degree,3,7,10
158802,Dillard University,,4005,Chemistry.,Bachelor's Degree,5,4,9
158802,Dillard University,,4008,Physics.,Bachelor's Degree,4,5,9
158802,Dillard University,,5203,Accounting and Related Services.,Bachelor's Degree,4,5,9
158802,Dillard University,,5009,Music.,Bachelor's Degree,5,2,7
158802,Dillard University,,5007,Fine and Studio Arts.,Bachelor's Degree,4,2,6
158802,Dillard University,,5206,Business/Managerial Economics.,Bachelor's Degree,1,1,2
158802,Dillard University,,2701,Mathematics.,Bachelor's Degree,1,0,1
158802,Dillard University,,5122,Public Health.,Bachelor's Degree,8,14,22
133526,Edward Waters University,,4301,Criminal Justice and Corrections.,Bachelor's Degree,23,24,47
133526,Edward Waters University,,2601,"Biology, General.",Bachelor's Degree,17,12,29
133526,Edward Waters University,,901,Communication and Media Studies.,Bachelor's Degree,13,11,24
133526,Edward Waters University,,4201,"Psychology, General.",Bachelor's Degree,11,11,22
133526,Edward Waters University,,5009,Music.,Bachelor's Degree,5,4,9
133526,Edward Waters University,,2701,Mathematics.,Bachelor's Degree,2,1,3
133526,Edward Waters University,,3906,Theological and Ministerial Studies.,Bachelor's Degree,10,17,27
198507,Elizabeth City State University,,3000,"Multi-/Interdisciplinary Studies, General.",Bachelor's Degree,29,52,81
198507,Elizabeth City State University,,5202,"Business Administration, Management and Operations.",Bachelor's Degree,44,35,79
198507,Elizabeth City State University,,3105,"Sports, Kinesiology, and Physical Education/Fitness.",Bachelor's Degree,27,33,60
198507,Elizabeth City State University,,4901,Air Transportation.,Bachelor's Degree,21,34,55
198507,Elizabeth City State University,,2601,"Biology, General.",Bachelor's Degree,23,31,54
198507,Elizabeth City State University,,4407,Social Work.,Bachelor's Degree,21,20,41
198507,Elizabeth City State University,,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",Bachelor's Degree,15,20,35
198507,Elizabeth City State University,,4201,"Psychology, General.",Bachelor's Degree,12,13,25
198507,Elizabeth City State University,,5004,Design and Applied Arts.,Bachelor's Degree,10,15,25
198507,Elizabeth City State University,,1599,"Engineering/Engineering-Related Technologies/Technicians, Other.",Bachelor's Degree,10,12,22
198507,Elizabeth City State University,,4303,Homeland Security.,Bachelor's Degree,3,18,21
198507,Elizabeth City State University,,1107,Computer Science.,Bachelor's Degree,13,7,20
198507,Elizabeth City State University,,5203,Accounting and Related Services.,Bachelor's Degree,10,5,15
198507,Elizabeth City State University,,2301,"English Language and Literature, General.",Bachelor's Degree,11,2,13
198507,Elizabeth City State University,,5009,Music.,Bachelor's Degree,4,8,12
198507,Elizabeth City State University,,5401,History.,Bachelor's Degree,4,6,10
198507,Elizabeth City State University,,5001,"Visual and Performing Arts, General.",Bachelor's Degree,4,3,7
198507,Elizabeth City State University,,1310,Special Education and Teaching.,Bachelor's Degree,2,4,6
198507,Elizabeth City State University,,2701,Mathematics.,Bachelor's Degree,2,2,4
198507,Elizabeth City State University,,4005,Chemistry.,Bachelor's Degree,2,2,4
198507,Elizabeth City State University,,3033,Sustainability Studies.,Bachelor's Degree,0,1,1
198507,Elizabeth City State University,,3017,Behavioral Sciences.,Bachelor's Degree,56,58,114
198543,Fayetteville State University,,4201,"Psychology, General.",Bachelor's Degree,163,157,320
198543,Fayetteville State University,,5202,"Business Administration, Management and Operations.",Bachelor's Degree,134,127,261
198543,Fayetteville State University,,4301,Criminal Justice and Corrections.,Bachelor's Degree,90,87,177
198543,Fayetteville State University,,2401,"Liberal Arts and Sciences, General Studies and Humanities.",Bachelor's Degree,55,74,129
198543,Fayetteville State University,,5203,Accounting and Related Services.,Bachelor's Degree,48,74,122
198543,Fayetteville State University,,4511,Sociology.,Bachelor's Degree,44,53,97
198543,Fayetteville State University,,2601,"Biology, General.",Bachelor's Degree,38,44,82
198543,Fayetteville State University,,4407,Social Work.,Bachelor's Degree,38,41,79
198543,Fayetteville State University,,4302,Fire Protection.,Bachelor's Degree,38,37,75
198543,Fayetteville State University,,5107,Health and Medical Administrative Services.,Bachelor's Degree,31,36,67
198543,Fayetteville State University,,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",Bachelor's Degree,22,37,59
198543,Fayetteville State University,,1107,Computer Science.,Bachelor's Degree,24,21,45
198543,Fayetteville State University,,901,Communication and Media Studies.,Bachelor's Degree,28,14,42
198543,Fayetteville State University,,1313,"Teacher Education and Professional Development, Specific Subject Areas.",Bachelor's Degree,14,24,38
198543,Fayetteville State University,,5208,Finance and Financial Management Services.,Bachelor's Degree,13,22,35
198543,Fayetteville State University,,2301,"English Language and Literature, General.",Bachelor's Degree,13,21,34
