UNITID,INSTNM,INST_DISPLAYNM,CIPCODE,CIPDESC,CREDDESC,IPEDSCOUNT1,IPEDSCOUNT2,AWARDSTOTAL
140553,Morehouse College,,5005,Drama/Theatre Arts and Stagecraft.,Bachelor's Degree,11,11,22
140553,Morehouse College,,901,Communication and Media Studies.,Bachelor's Degree,19,0,19
140553,Morehouse College,,1409,Computer Engineering.,Bachelor's Degree,7,10,17
140553,Morehouse College,,2701,Mathematics.,Bachelor's Degree,11,5,16
140553,Morehouse College,,501,Area Studies.,Bachelor's Degree,5,9,14
140553,Morehouse College,,4005,Chemistry.,Bachelor's Degree,8,4,12
140553,Morehouse College,,4008,Physics.,Bachelor's Degree,9,3,12
140553,Morehouse College,,909,"Public Relations, Advertising, and Applied Communication.",Bachelor's Degree,NA,10,10
140553,Morehouse College,,1412,Engineering Physics.,Bachelor's Degree,7,3,10
140553,Morehouse College,,1413,Engineering Science.,Bachelor's Degree,5,5,10
140553,Morehouse College,,3801,Philosophy.,Bachelor's Degree,3,7,10
140553,Morehouse College,,5009,Music.,Bachelor's Degree,7,3,10
140553,Morehouse College,,5401,History.,Bachelor's Degree,4,5,9
140553,Morehouse College,,3020,International/Globalization Studies.,Bachelor's Degree,7,1,8
140553,Morehouse College,,5007,Fine and Studio Arts.,Bachelor's Degree,3,2,5
140553,Morehouse College,,1609,"Romance Languages, Literatures, and Linguistics.",Bachelor's Degree,2,2,4
140553,Morehouse College,,3802,Religion/Religious Studies.,Bachelor's Degree,1,3,4
140553,Morehouse College,,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",Bachelor's Degree,5,15,20
163453,Morgan State University,,5202,"Business Administration, Management and Operations.",Bachelor's Degree,71,85,156
163453,Morgan State University,,1410,"Electrical, Electronics, and Communications Engineering.",Bachelor's Degree,73,46,119
163453,Morgan State University,,4201,"Psychology, General.",Bachelor's Degree,53,61,114
163453,Morgan State University,,4407,Social Work.,Bachelor's Degree,56,53,109
163453,Morgan State University,,904,Journalism.,Bachelor's Degree,40,66,106
163453,Morgan State University,,2601,"Biology, General.",Bachelor's Degree,46,56,102
163453,Morgan State University,,1408,Civil Engineering.,Bachelor's Degree,48,36,84
163453,Morgan State University,,1101,"Computer and Information Sciences, General.",Bachelor's Degree,35,40,75
163453,Morgan State University,,402,Architecture.,Bachelor's Degree,39,28,67
163453,Morgan State University,,1104,Information Science/Studies.,Bachelor's Degree,34,29,63
163453,Morgan State University,,4511,Sociology.,Bachelor's Degree,31,28,59
163453,Morgan State University,,4510,Political Science and Government.,Bachelor's Degree,25,27,52
163453,Morgan State University,,5122,Public Health.,Bachelor's Degree,21,28,49
163453,Morgan State University,,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",Bachelor's Degree,20,27,47
163453,Morgan State University,,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",Bachelor's Degree,21,19,40
163453,Morgan State University,,5203,Accounting and Related Services.,Bachelor's Degree,24,16,40
163453,Morgan State University,,909,"Public Relations, Advertising, and Applied Communication.",Bachelor's Degree,17,20,37
163453,Morgan State University,,1435,Industrial Engineering.,Bachelor's Degree,18,19,37
163453,Morgan State University,,5214,Marketing.,Bachelor's Degree,20,17,37
163453,Morgan State University,,1003,Graphic Communications.,Bachelor's Degree,16,20,36
163453,Morgan State University,,5208,Finance and Financial Management Services.,Bachelor's Degree,21,12,33
163453,Morgan State University,,5220,Construction Management.,Bachelor's Degree,17,16,33
163453,Morgan State University,,1313,"Teacher Education and Professional Development, Specific Subject Areas.",Bachelor's Degree,18,13,31
163453,Morgan State University,,5007,Fine and Studio Arts.,Bachelor's Degree,14,13,27
163453,Morgan State University,,1901,"Family and Consumer Sciences/Human Sciences, General.",Bachelor's Degree,13,13,26
163453,Morgan State University,,1905,"Foods, Nutrition, and Related Services.",Bachelor's Degree,16,9,25
163453,Morgan State University,,5209,Hospitality Administration/Management.,Bachelor's Degree,12,8,20
163453,Morgan State University,,5009,Music.,Bachelor's Degree,7,11,18
163453,Morgan State University,,2301,"English Language and Literature, General.",Bachelor's Degree,11,3,14
163453,Morgan State University,,5004,Design and Applied Arts.,Bachelor's Degree,8,5,13
163453,Morgan State University,,4005,Chemistry.,Bachelor's Degree,3,8,11
163453,Morgan State University,,3801,Philosophy.,Bachelor's Degree,5,5,10
163453,Morgan State University,,5110,Clinical/Medical Laboratory Science/Research and Allied Professions.,Bachelor's Degree,7,3,10
163453,Morgan State University,,5207,Entrepreneurial and Small Business Operations.,Bachelor's Degree,6,3,9
163453,Morgan State University,,4506,Economics.,Bachelor's Degree,5,3,8
163453,Morgan State University,,5005,Drama/Theatre Arts and Stagecraft.,Bachelor's Degree,4,4,8
163453,Morgan State University,,2701,Mathematics.,Bachelor's Degree,3,4,7
163453,Morgan State University,,5401,History.,Bachelor's Degree,4,2,6
163453,Morgan State University,,1412,Engineering Physics.,Bachelor's Degree,2,2,4
163453,Morgan State University,,5213,Management Sciences and Quantitative Methods.,Bachelor's Degree,2,2,4
163453,Morgan State University,,4008,Physics.,Bachelor's Degree,0,3,3
163453,Morgan State University,,3070,Data Science.,Bachelor's Degree,NA,2,2
163453,Morgan State University,,1109,Computer Systems Networking and Telecommunications.,Bachelor's Degree,1,0,1
163453,Morgan State University,,3020,International/Globalization Studies.,Bachelor's Degree,NA,1,1
163453,Morgan State University,,5202,"Business Administration, Management and Operations.",Bachelor's Degree,64,59,123
140571,Morris Brown College,,2401,"Liberal Arts and Sciences, General Studies and Humanities.",Bachelor's Degree,2,4,6
140571,Morris Brown College,,4201,"Psychology, General.",Bachelor's Degree,1,4,5
140571,Morris Brown College,,5009,Music.,Bachelor's Degree,0,2,2
140571,Morris Brown College,,5202,"Business Administration, Management and Operations.",Bachelor's Degree,27,33,60
218399,Morris College,,4301,Criminal Justice and Corrections.,Bachelor's Degree,18,14,32
218399,Morris College,,4511,Sociology.,Bachelor's Degree,3,8,11
218399,Morris College,,901,Communication and Media Studies.,Bachelor's Degree,6,4,10
218399,Morris College,,5115,Mental and Social Health Services and Allied Professions.,Bachelor's Degree,4,4,8
218399,Morris College,,2401,"Liberal Arts and Sciences, General Studies and Humanities.",Bachelor's Degree,7,0,7
218399,Morris College,,3103,"Parks, Recreation, and Leisure Facilities Management.",Bachelor's Degree,7,0,7
218399,Morris College,,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",Bachelor's Degree,2,3,5
218399,Morris College,,2601,"Biology, General.",Bachelor's Degree,1,4,5
218399,Morris College,,2301,"English Language and Literature, General.",Bachelor's Degree,0,2,2
218399,Morris College,,3906,Theological and Ministerial Studies.,Bachelor's Degree,1,1,2
218399,Morris College,,1110,Computer/Information Technology Administration and Management.,Bachelor's Degree,0,1,1
218399,Morris College,,2701,Mathematics.,Bachelor's Degree,0,1,1
218399,Morris College,,3904,Religious Education.,Bachelor's Degree,0,1,1
218399,Morris College,,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",Bachelor's Degree,57,46,103
232937,Norfolk State University,,5201,"Business/Commerce, General.",Bachelor's Degree,71,84,155
232937,Norfolk State University,,3099,"Multi/Interdisciplinary Studies, Other.",Bachelor's Degree,56,62,118
232937,Norfolk State University,,4511,Sociology.,Bachelor's Degree,61,56,117
232937,Norfolk State University,,4407,Social Work.,Bachelor's Degree,57,56,113
232937,Norfolk State University,,2601,"Biology, General.",Bachelor's Degree,55,56,111
232937,Norfolk State University,,999,"Communication, Journalism, and Related Programs, Other.",Bachelor's Degree,47,61,108
232937,Norfolk State University,,5107,Health and Medical Administrative Services.,Bachelor's Degree,49,49,98
232937,Norfolk State University,,3105,"Sports, Kinesiology, and Physical Education/Fitness.",Bachelor's Degree,27,42,69
232937,Norfolk State University,,1101,"Computer and Information Sciences, General.",Bachelor's Degree,30,28,58
232937,Norfolk State University,,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",Bachelor's Degree,23,32,55
232937,Norfolk State University,,4510,Political Science and Government.,Bachelor's Degree,21,20,41
232937,Norfolk State University,,5007,Fine and Studio Arts.,Bachelor's Degree,16,16,32
232937,Norfolk State University,,5203,Accounting and Related Services.,Bachelor's Degree,14,15,29
232937,Norfolk State University,,5009,Music.,Bachelor's Degree,16,11,27
232937,Norfolk State University,,5401,History.,Bachelor's Degree,18,8,26
232937,Norfolk State University,,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",Bachelor's Degree,12,13,25
232937,Norfolk State University,,1410,"Electrical, Electronics, and Communications Engineering.",Bachelor's Degree,10,13,23
232937,Norfolk State University,,1510,Construction Engineering Technology/Technician.,Bachelor's Degree,10,9,19
232937,Norfolk State University,,5005,Drama/Theatre Arts and Stagecraft.,Bachelor's Degree,7,8,15
232937,Norfolk State University,,1512,Computer Engineering Technologies/Technicians.,Bachelor's Degree,7,7,14
232937,Norfolk State University,,2701,Mathematics.,Bachelor's Degree,8,2,10
232937,Norfolk State University,,2301,"English Language and Literature, General.",Bachelor's Degree,5,4,9
232937,Norfolk State University,,4005,Chemistry.,Bachelor's Degree,2,7,9
232937,Norfolk State University,,1503,Electrical/Electronic Engineering Technologies/Technicians.,Bachelor's Degree,4,4,8
232937,Norfolk State University,,1999,"Family and Consumer Sciences/Human Sciences, Other.",Bachelor's Degree,2,5,7
232937,Norfolk State University,,1499,"Engineering, Other.",Bachelor's Degree,1,2,3
232937,Norfolk State University,,4008,Physics.,Bachelor's Degree,2,0,2
232937,Norfolk State University,,1310,Special Education and Teaching.,Bachelor's Degree,NA,1,1
232937,Norfolk State University,,1107,Computer Science.,Bachelor's Degree,10,21,31
199102,North Carolina A & T State University,,4201,"Psychology, General.",Bachelor's Degree,157,163,320
199102,North Carolina A & T State University,,901,Communication and Media Studies.,Bachelor's Degree,145,115,260
199102,North Carolina A & T State University,,3105,"Sports, Kinesiology, and Physical Education/Fitness.",Bachelor's Degree,120,125,245
199102,North Carolina A & T State University,,5202,"Business Administration, Management and Operations.",Bachelor's Degree,117,122,239
199102,North Carolina A & T State University,,4301,Criminal Justice and Corrections.,Bachelor's Degree,110,101,211
199102,North Carolina A & T State University,,2601,"Biology, General.",Bachelor's Degree,87,94,181
199102,North Carolina A & T State University,,1419,Mechanical Engineering.,Bachelor's Degree,82,79,161
199102,North Carolina A & T State University,,1101,"Computer and Information Sciences, General.",Bachelor's Degree,76,72,148
199102,North Carolina A & T State University,,109,Animal Sciences.,Bachelor's Degree,83,59,142
199102,North Carolina A & T State University,,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",Bachelor's Degree,83,48,131
199102,North Carolina A & T State University,,1107,Computer Science.,Bachelor's Degree,57,64,121
199102,North Carolina A & T State University,,4407,Social Work.,Bachelor's Degree,50,45,95
199102,North Carolina A & T State University,,1405,Biomedical/Medical Engineering.,Bachelor's Degree,34,44,78
199102,North Carolina A & T State University,,5214,Marketing.,Bachelor's Degree,33,43,76
199102,North Carolina A & T State University,,1435,Industrial Engineering.,Bachelor's Degree,43,30,73
199102,North Carolina A & T State University,,1407,Chemical Engineering.,Bachelor's Degree,33,32,65
199102,North Carolina A & T State University,,1408,Civil Engineering.,Bachelor's Degree,28,37,65
199102,North Carolina A & T State University,,1410,"Electrical, Electronics, and Communications Engineering.",Bachelor's Degree,33,31,64
199102,North Carolina A & T State University,,5212,Management Information Systems and Services.,Bachelor's Degree,38,25,63
199102,North Carolina A & T State University,,4510,Political Science and Government.,Bachelor's Degree,32,30,62
199102,North Carolina A & T State University,,5203,Accounting and Related Services.,Bachelor's Degree,38,21,59
199102,North Carolina A & T State University,,1506,Industrial Production Technologies/Technicians.,Bachelor's Degree,30,28,58
199102,North Carolina A & T State University,,100,"Agriculture, General.",Bachelor's Degree,29,27,56
199102,North Carolina A & T State University,,1409,Computer Engineering.,Bachelor's Degree,25,30,55
199102,North Carolina A & T State University,,1404,Architectural Engineering.,Bachelor's Degree,28,23,51
199102,North Carolina A & T State University,,5007,Fine and Studio Arts.,Bachelor's Degree,17,33,50
199102,North Carolina A & T State University,,5004,Design and Applied Arts.,Bachelor's Degree,30,19,49
199102,North Carolina A & T State University,,1599,"Engineering/Engineering-Related Technologies/Technicians, Other.",Bachelor's Degree,22,19,41
199102,North Carolina A & T State University,,1901,"Family and Consumer Sciences/Human Sciences, General.",Bachelor's Degree,24,15,39
199102,North Carolina A & T State University,,2301,"English Language and Literature, General.",Bachelor's Degree,16,23,39
199102,North Carolina A & T State University,,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",Bachelor's Degree,19,15,34
199102,North Carolina A & T State University,,1313,"Teacher Education and Professional Development, Specific Subject Areas.",Bachelor's Degree,16,17,33
199102,North Carolina A & T State University,,4506,Economics.,Bachelor's Degree,14,19,33
199102,North Carolina A & T State University,,4511,Sociology.,Bachelor's Degree,15,18,33
199102,North Carolina A & T State University,,5208,Finance and Financial Management Services.,Bachelor's Degree,13,18,31
199102,North Carolina A & T State University,,1907,"Human Development, Family Studies, and Related Services.",Bachelor's Degree,12,16,28
199102,North Carolina A & T State University,,2701,Mathematics.,Bachelor's Degree,19,9,28
199102,North Carolina A & T State University,,4005,Chemistry.,Bachelor's Degree,12,13,25
199102,North Carolina A & T State University,,1905,"Foods, Nutrition, and Related Services.",Bachelor's Degree,13,11,24
199102,North Carolina A & T State University,,5005,Drama/Theatre Arts and Stagecraft.,Bachelor's Degree,10,13,23
199102,North Carolina A & T State University,,5122,Public Health.,Bachelor's Degree,11,12,23
199102,North Carolina A & T State University,,1403,Agricultural Engineering.,Bachelor's Degree,13,8,21
199102,North Carolina A & T State University,,5107,Health and Medical Administrative Services.,Bachelor's Degree,0,17,17
199102,North Carolina A & T State University,,406,Landscape Architecture.,Bachelor's Degree,7,8,15
199102,North Carolina A & T State University,,1503,Electrical/Electronic Engineering Technologies/Technicians.,Bachelor's Degree,3,11,14
199102,North Carolina A & T State University,,5401,History.,Bachelor's Degree,11,3,14
199102,North Carolina A & T State University,,1438,Surveying Engineering.,Bachelor's Degree,5,6,11
199102,North Carolina A & T State University,,4008,Physics.,Bachelor's Degree,2,8,10
199102,North Carolina A & T State University,,4004,Atmospheric Sciences and Meteorology.,Bachelor's Degree,3,3,6
199102,North Carolina A & T State University,,5009,Music.,Bachelor's Degree,3,3,6
199102,North Carolina A & T State University,,1108,Computer Software and Media Applications.,Bachelor's Degree,1,1,2
199102,North Carolina A & T State University,,4301,Criminal Justice and Corrections.,Bachelor's Degree,122,114,236
199157,North Carolina Central University,,4501,"Social Sciences, General.",Bachelor's Degree,100,122,222
199157,North Carolina Central University,,5202,"Business Administration, Management and Operations.",Bachelor's Degree,102,106,208
199157,North Carolina Central University,,4201,"Psychology, General.",Bachelor's Degree,84,99,183
199157,North Carolina Central University,,1901,"Family and Consumer Sciences/Human Sciences, General.",Bachelor's Degree,65,59,124
199157,North Carolina Central University,,2601,"Biology, General.",Bachelor's Degree,48,61,109
199157,North Carolina Central University,,4407,Social Work.,Bachelor's Degree,51,47,98
199157,North Carolina Central University,,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",Bachelor's Degree,60,38,98
199157,North Carolina Central University,,901,Communication and Media Studies.,Bachelor's Degree,45,52,97
199157,North Carolina Central University,,5122,Public Health.,Bachelor's Degree,41,40,81
199157,North Carolina Central University,,3105,"Sports, Kinesiology, and Physical Education/Fitness.",Bachelor's Degree,42,36,78
199157,North Carolina Central University,,4510,Political Science and Government.,Bachelor's Degree,39,33,72
199157,North Carolina Central University,,2401,"Liberal Arts and Sciences, General Studies and Humanities.",Bachelor's Degree,25,22,47
199157,North Carolina Central University,,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",Bachelor's Degree,29,16,45
199157,North Carolina Central University,,1101,"Computer and Information Sciences, General.",Bachelor's Degree,20,18,38
199157,North Carolina Central University,,3103,"Parks, Recreation, and Leisure Facilities Management.",Bachelor's Degree,16,16,32
199157,North Carolina Central University,,5203,Accounting and Related Services.,Bachelor's Degree,20,11,31
199157,North Carolina Central University,,5007,Fine and Studio Arts.,Bachelor's Degree,12,14,26
199157,North Carolina Central University,,5209,Hospitality Administration/Management.,Bachelor's Degree,12,13,25
199157,North Carolina Central University,,301,Natural Resources Conservation and Research.,Bachelor's Degree,11,12,23
199157,North Carolina Central University,,5401,History.,Bachelor's Degree,12,10,22
199157,North Carolina Central University,,2301,"English Language and Literature, General.",Bachelor's Degree,13,7,20
199157,North Carolina Central University,,5001,"Visual and Performing Arts, General.",Bachelor's Degree,7,12,19
199157,North Carolina Central University,,5009,Music.,Bachelor's Degree,10,7,17
199157,North Carolina Central University,,4008,Physics.,Bachelor's Degree,7,4,11
199157,North Carolina Central University,,4005,Chemistry.,Bachelor's Degree,5,4,9
199157,North Carolina Central University,,2701,Mathematics.,Bachelor's Degree,4,3,7
199157,North Carolina Central University,,2609,"Physiology, Pathology and Related Sciences.",Bachelor's Degree,0,4,4
199157,North Carolina Central University,,5202,"Business Administration, Management and Operations.",Bachelor's Degree,841,918,1759
101912,Oakwood University,,2401,"Liberal Arts and Sciences, General Studies and Humanities.",Bachelor's Degree,32,25,57
101912,Oakwood University,,3906,Theological and Ministerial Studies.,Bachelor's Degree,11,13,24
101912,Oakwood University,,5139,"Practical Nursing, Vocational Nursing and Nursing Assistants.",Bachelor's Degree,11,11,22
101912,Oakwood University,,4201,"Psychology, General.",Bachelor's Degree,8,12,20
101912,Oakwood University,,4407,Social Work.,Bachelor's Degree,12,7,19
101912,Oakwood University,,2602,"Biochemistry, Biophysics and Molecular Biology.",Bachelor's Degree,10,6,16
101912,Oakwood University,,5100,"Health Services/Allied Health/Health Sciences, General.",Bachelor's Degree,7,9,16
101912,Oakwood University,,5202,"Business Administration, Management and Operations.",Bachelor's Degree,7,7,14
101912,Oakwood University,,901,Communication and Media Studies.,Bachelor's Degree,6,6,12
101912,Oakwood University,,5111,Health/Medical Preparatory Programs.,Bachelor's Degree,10,2,12
101912,Oakwood University,,5210,Human Resources Management and Services.,Bachelor's Degree,8,4,12
101912,Oakwood University,,5009,Music.,Bachelor's Degree,3,8,11
101912,Oakwood University,,1609,"Romance Languages, Literatures, and Linguistics.",Bachelor's Degree,4,6,10
101912,Oakwood University,,4510,Political Science and Government.,Bachelor's Degree,5,5,10
101912,Oakwood University,,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",Bachelor's Degree,3,6,9
101912,Oakwood University,,3907,Pastoral Counseling and Specialized Ministries.,Bachelor's Degree,5,3,8
101912,Oakwood University,,5214,Marketing.,Bachelor's Degree,6,1,7
101912,Oakwood University,,904,Journalism.,Bachelor's Degree,4,2,6
101912,Oakwood University,,1107,Computer Science.,Bachelor's Degree,0,6,6
101912,Oakwood University,,5208,Finance and Financial Management Services.,Bachelor's Degree,6,0,6
101912,Oakwood University,,2703,Applied Mathematics.,Bachelor's Degree,4,1,5
101912,Oakwood University,,5109,"Allied Health Diagnostic, Intervention, and Treatment Professions.",Bachelor's Degree,1,4,5
101912,Oakwood University,,5131,Dietetics and Clinical Nutrition Services.,Bachelor's Degree,0,5,5
101912,Oakwood University,,5212,Management Information Systems and Services.,Bachelor's Degree,5,0,5
101912,Oakwood University,,1101,"Computer and Information Sciences, General.",Bachelor's Degree,2,2,4
101912,Oakwood University,,5203,Accounting and Related Services.,Bachelor's Degree,3,1,4
101912,Oakwood University,,1313,"Teacher Education and Professional Development, Specific Subject Areas.",Bachelor's Degree,1,2,3
101912,Oakwood University,,5001,"Visual and Performing Arts, General.",Bachelor's Degree,1,2,3
101912,Oakwood University,,909,"Public Relations, Advertising, and Applied Communication.",Bachelor's Degree,2,0,2
101912,Oakwood University,,1907,"Human Development, Family Studies, and Related Services.",Bachelor's Degree,2,0,2
101912,Oakwood University,,2301,"English Language and Literature, General.",Bachelor's Degree,2,0,2
101912,Oakwood University,,2701,Mathematics.,Bachelor's Degree,2,0,2
101912,Oakwood University,,4405,Public Policy Analysis.,Bachelor's Degree,1,1,2
101912,Oakwood University,,2313,Rhetoric and Composition/Writing Studies.,Bachelor's Degree,1,0,1
101912,Oakwood University,,3000,"Multi-/Interdisciplinary Studies, General.",Bachelor's Degree,0,1,1
101912,Oakwood University,,4005,Chemistry.,Bachelor's Degree,1,0,1
101912,Oakwood University,,5009,Music.,Bachelor's Degree,140,136,276
140720,Paine College,,4511,Sociology.,Bachelor's Degree,8,2,10
140720,Paine College,,4201,"Psychology, General.",Bachelor's Degree,5,3,8
140720,Paine College,,2601,"Biology, General.",Bachelor's Degree,6,1,7
140720,Paine College,,5401,History.,Bachelor's Degree,6,0,6
140720,Paine College,,901,Communication and Media Studies.,Bachelor's Degree,2,1,3
140720,Paine College,,2701,Mathematics.,Bachelor's Degree,2,0,2
140720,Paine College,,2301,"English Language and Literature, General.",Bachelor's Degree,NA,1,1
140720,Paine College,,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",Bachelor's Degree,47,87,134
227429,Paul Quinn College,,5100,"Health Services/Allied Health/Health Sciences, General.",Bachelor's Degree,19,10,29
227429,Paul Quinn College,,2401,"Liberal Arts and Sciences, General Studies and Humanities.",Bachelor's Degree,13,12,25
227429,Paul Quinn College,,5207,Entrepreneurial and Small Business Operations.,Bachelor's Degree,8,8,16
227429,Paul Quinn College,,4201,"Psychology, General.",Bachelor's Degree,11,4,15
227429,Paul Quinn College,,2200,Non-Professional Legal Studies.,Bachelor's Degree,2,5,7
227429,Paul Quinn College,,901,Communication and Media Studies.,Bachelor's Degree,4,1,5
227429,Paul Quinn College,,4510,Political Science and Government.,Bachelor's Degree,2,2,4
227429,Paul Quinn College,,5203,Accounting and Related Services.,Bachelor's Degree,1,2,3
227429,Paul Quinn College,,3802,Religion/Religious Studies.,Bachelor's Degree,2,0,2
227429,Paul Quinn College,,1313,"Teacher Education and Professional Development, Specific Subject Areas.",Bachelor's Degree,1,0,1
227429,Paul Quinn College,,2701,Mathematics.,Bachelor's Degree,0,1,1
227429,Paul Quinn College,,5208,Finance and Financial Management Services.,Bachelor's Degree,NA,1,1
227429,Paul Quinn College,,302,Environmental/Natural Resources Management and Policy.,Bachelor's Degree,16,22,38
107600,Philander Smith University,,4201,"Psychology, General.",Bachelor's Degree,20,18,38
107600,Philander Smith University,,2601,"Biology, General.",Bachelor's Degree,17,20,37
107600,Philander Smith University,,4301,Criminal Justice and Corrections.,Bachelor's Degree,20,11,31
107600,Philander Smith University,,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",Bachelor's Degree,15,8,23
107600,Philander Smith University,,3105,"Sports, Kinesiology, and Physical Education/Fitness.",Bachelor's Degree,13,8,21
107600,Philander Smith University,,1107,Computer Science.,Bachelor's Degree,8,11,19
107600,Philander Smith University,,4407,Social Work.,Bachelor's Degree,11,6,17
107600,Philander Smith University,,2301,"English Language and Literature, General.",Bachelor's Degree,4,4,8
107600,Philander Smith University,,2701,Mathematics.,Bachelor's Degree,3,5,8
107600,Philander Smith University,,4511,Sociology.,Bachelor's Degree,4,3,7
107600,Philander Smith University,,2401,"Liberal Arts and Sciences, General Studies and Humanities.",Bachelor's Degree,4,2,6
107600,Philander Smith University,,4510,Political Science and Government.,Bachelor's Degree,4,2,6
107600,Philander Smith University,,4005,Chemistry.,Bachelor's Degree,3,1,4
107600,Philander Smith University,,3800,"Philosophy and Religious Studies, General.",Bachelor's Degree,0,2,2
107600,Philander Smith University,,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",Bachelor's Degree,60,72,132
227526,Prairie View A & M University,,4301,Criminal Justice and Corrections.,Bachelor's Degree,129,104,233
227526,Prairie View A & M University,,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",Bachelor's Degree,107,119,226
227526,Prairie View A & M University,,4201,"Psychology, General.",Bachelor's Degree,121,94,215
227526,Prairie View A & M University,,5202,"Business Administration, Management and Operations.",Bachelor's Degree,100,105,205
227526,Prairie View A & M University,,5100,"Health Services/Allied Health/Health Sciences, General.",Bachelor's Degree,70,108,178
227526,Prairie View A & M University,,2601,"Biology, General.",Bachelor's Degree,65,91,156
227526,Prairie View A & M University,,1419,Mechanical Engineering.,Bachelor's Degree,67,52,119
227526,Prairie View A & M University,,901,Communication and Media Studies.,Bachelor's Degree,57,55,112
227526,Prairie View A & M University,,100,"Agriculture, General.",Bachelor's Degree,49,58,107
227526,Prairie View A & M University,,1407,Chemical Engineering.,Bachelor's Degree,50,35,85
227526,Prairie View A & M University,,4407,Social Work.,Bachelor's Degree,41,43,84
227526,Prairie View A & M University,,402,Architecture.,Bachelor's Degree,37,44,81
227526,Prairie View A & M University,,5214,Marketing.,Bachelor's Degree,38,41,79
227526,Prairie View A & M University,,1101,"Computer and Information Sciences, General.",Bachelor's Degree,30,41,71
227526,Prairie View A & M University,,3099,"Multi/Interdisciplinary Studies, Other.",Bachelor's Degree,46,6,52
227526,Prairie View A & M University,,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",Bachelor's Degree,7,44,51
227526,Prairie View A & M University,,1905,"Foods, Nutrition, and Related Services.",Bachelor's Degree,25,25,50
227526,Prairie View A & M University,,5208,Finance and Financial Management Services.,Bachelor's Degree,26,24,50
227526,Prairie View A & M University,,2401,"Liberal Arts and Sciences, General Studies and Humanities.",Bachelor's Degree,18,30,48
227526,Prairie View A & M University,,5203,Accounting and Related Services.,Bachelor's Degree,23,24,47
227526,Prairie View A & M University,,1410,"Electrical, Electronics, and Communications Engineering.",Bachelor's Degree,25,16,41
227526,Prairie View A & M University,,1510,Construction Engineering Technology/Technician.,Bachelor's Degree,18,23,41
227526,Prairie View A & M University,,4510,Political Science and Government.,Bachelor's Degree,14,26,40
227526,Prairie View A & M University,,5212,Management Information Systems and Services.,Bachelor's Degree,18,15,33
227526,Prairie View A & M University,,4005,Chemistry.,Bachelor's Degree,10,19,29
227526,Prairie View A & M University,,5009,Music.,Bachelor's Degree,17,11,28
227526,Prairie View A & M University,,1409,Computer Engineering.,Bachelor's Degree,17,9,26
227526,Prairie View A & M University,,5004,Design and Applied Arts.,Bachelor's Degree,13,12,25
227526,Prairie View A & M University,,4511,Sociology.,Bachelor's Degree,10,13,23
227526,Prairie View A & M University,,1408,Civil Engineering.,Bachelor's Degree,10,12,22
227526,Prairie View A & M University,,2301,"English Language and Literature, General.",Bachelor's Degree,9,9,18
227526,Prairie View A & M University,,2701,Mathematics.,Bachelor's Degree,6,8,14
227526,Prairie View A & M University,,5401,History.,Bachelor's Degree,8,6,14
227526,Prairie View A & M University,,4008,Physics.,Bachelor's Degree,3,0,3
227526,Prairie View A & M University,,5004,Design and Applied Arts.,Bachelor's Degree,273,369,642
176318,Rust College,,904,Journalism.,Bachelor's Degree,30,14,44
176318,Rust College,,5202,"Business Administration, Management and Operations.",Bachelor's Degree,11,17,28
176318,Rust College,,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",Bachelor's Degree,14,6,20
176318,Rust College,,4511,Sociology.,Bachelor's Degree,11,3,14
176318,Rust College,,1107,Computer Science.,Bachelor's Degree,9,3,12
176318,Rust College,,2701,Mathematics.,Bachelor's Degree,5,3,8
176318,Rust College,,4407,Social Work.,Bachelor's Degree,6,2,8
176318,Rust College,,4005,Chemistry.,Bachelor's Degree,3,2,5
176318,Rust College,,2399,"English Language and Literature/Letters, Other.",Bachelor's Degree,2,2,4
176318,Rust College,,1313,"Teacher Education and Professional Development, Specific Subject Areas.",Bachelor's Degree,2,1,3
176318,Rust College,,1907,"Human Development, Family Studies, and Related Services.",Bachelor's Degree,NA,3,3
176318,Rust College,,4501,"Social Sciences, General.",Bachelor's Degree,1,1,2
176318,Rust College,,4510,Political Science and Government.,Bachelor's Degree,1,1,2
176318,Rust College,,1304,Educational Administration and Supervision.,Bachelor's Degree,1,0,1
176318,Rust College,,4301,Criminal Justice and Corrections.,Bachelor's Degree,1,0,1
